obj_id,obj,segment,dt,target,pred,pred_init,weekday,week
0,ADY,C,2025-05-24 08:00:00,2.3659401497,0.2823027718,0.2171559783,Saturday,21
0,ADY,C,2025-05-24 09:00:00,1.5942552281,0.9018082728000001,0.6936986714000001,Saturday,21
0,ADY,C,2025-05-24 10:00:00,1.0419006846,3.0848858361,2.3729891047000002,Saturday,21
0,ADY,C,2025-05-24 11:00:00,1.1006149282,3.767849455,2.8983457346,Saturday,21
0,ADY,C,2025-05-24 12:00:00,-1.6338963466,3.5898057523,2.7613890402,Saturday,21
0,ADY,C,2025-05-24 13:00:00,-6.3083165745,1.5715772955,1.2089056119000001,Saturday,21
0,ADY,C,2025-05-24 14:00:00,-9.2771155642,-1.8474277996000001,-1.4210983074,Saturday,21
0,ADY,C,2025-05-24 15:00:00,-17.1221511324,-7.5202628439,-5.7848175722,Saturday,21
0,ADY,C,2025-05-24 16:00:00,-14.0587312654,-9.8166886019,-7.5512989245,Saturday,21
0,ADY,C,2025-05-24 17:00:00,-8.3428153506,-8.3080946025,-6.3908420019,Saturday,21
0,ADY,C,2025-05-24 18:00:00,-8.7487890339,-3.6294572146,-2.7918901651,Saturday,21
0,ADY,C,2025-05-24 19:00:00,-6.973554507,0.3651695796,0.28089967660000004,Saturday,21
0,ADY,C,2025-05-24 20:00:00,-4.8872273521,2.774785927,2.1344507131,Saturday,21
0,ADY,C,2025-05-24 21:00:00,-7.3133341325,4.2292843395,3.2532956458,Saturday,21
0,ADY,C,2025-05-24 22:00:00,-11.5412544835,3.0274441881,2.3288032216,Saturday,21
0,ADY,C,2025-05-24 23:00:00,-4.7570172001,3.6559109164,2.8122391665,Saturday,21
0,ADY,C,2025-05-25 00:00:00,-2.8667655152,4.3847347402,3.3728728771,Sunday,21
0,ADY,C,2025-05-25 01:00:00,0.1937220078,8.1836960085,6.2951507758,Sunday,21
0,ADY,C,2025-05-25 02:00:00,-0.4395169914,8.61884397,6.6298799769,Sunday,21
0,ADY,C,2025-05-25 03:00:00,-2.1128064998,8.9868923292,6.9129940994,Sunday,21
0,ADY,C,2025-05-25 04:00:00,-8.1335296159,5.1679127217,3.9753174782,Sunday,21
0,ADY,C,2025-05-25 05:00:00,-4.7816311699,2.9725849812,2.2866038317,Sunday,21
0,ADY,C,2025-05-25 06:00:00,-3.3543433888,2.100093911,1.6154568546,Sunday,21
0,ADY,C,2025-05-25 07:00:00,-7.4131333771,2.0940581982,1.6108139986,Sunday,21
0,ADY,C,2025-05-25 08:00:00,-4.0100414525,2.1515490637,1.6550377413000001,Sunday,21
0,ADY,C,2025-05-25 09:00:00,-4.9276094588,1.3418917759,1.032224443,Sunday,21
0,ADY,C,2025-05-25 10:00:00,-5.6870397015,2.1675749603,1.6673653541,Sunday,21
0,ADY,C,2025-05-25 11:00:00,-5.7542571823,1.6192673644000002,1.2455902803,Sunday,21
0,ADY,C,2025-05-25 12:00:00,-8.53594958,0.22040168200000002,0.16953975540000002,Sunday,21
0,ADY,C,2025-05-25 13:00:00,-13.3584461845,-2.9646924636,-2.2805326643,Sunday,21
0,ADY,C,2025-05-25 14:00:00,-16.8619082647,-7.4617090103,-5.7397761618,Sunday,21
0,ADY,C,2025-05-25 15:00:00,-25.1398495937,-14.1732860841,-10.902527757,Sunday,21
0,ADY,C,2025-05-25 16:00:00,-22.3818024522,-17.5317991169,-13.4859993207,Sunday,21
0,ADY,C,2025-05-25 17:00:00,-16.9830772902,-17.1269356909,-13.1745659161,Sunday,21
0,ADY,C,2025-05-25 18:00:00,-17.7375574691,-13.4984787816,-10.3834452166,Sunday,21
0,ADY,C,2025-05-25 19:00:00,-16.180481715,-10.4282355197,-8.0217196305,Sunday,21
0,ADY,C,2025-05-25 20:00:00,-14.1679781119,-8.9308140536,-6.8698569643,Sunday,21
0,ADY,C,2025-05-25 21:00:00,-16.7413961694,-8.3087835964,-6.3913719972,Sunday,21
0,ADY,C,2025-05-25 22:00:00,-21.2182048334,-10.2881202528,-7.913938656,Sunday,21
0,ADY,C,2025-05-25 23:00:00,-14.8582998688,-10.2316958536,-7.870535272,Sunday,21
0,ADY,C,2025-05-26 00:00:00,-23.070436416,5.7495111597,-6.3883457329,Monday,22
0,ADY,C,2025-05-26 01:00:00,-20.5096774018,2.2290182123,-2.4766869025,Monday,22
0,ADY,C,2025-05-26 02:00:00,-21.9059882101,0.9337681495000001,-1.0375201663,Monday,22
0,ADY,C,2025-05-26 03:00:00,-24.2850114241,0.7075804450000001,-0.7862004945000001,Monday,22
0,ADY,C,2025-05-26 04:00:00,-31.0299546214,3.2057559322999998,-3.5619510357,Monday,22
0,ADY,C,2025-05-26 05:00:00,-28.2881599544,4.5083901858,-5.0093224285,Monday,22
0,ADY,C,2025-05-26 06:00:00,-27.3452997543,4.8808512524,-5.4231680582,Monday,22
0,ADY,C,2025-05-26 07:00:00,-31.7885447739,4.6647323807,-5.1830359786,Monday,22
0,ADY,C,2025-05-26 08:00:00,-28.7251680024,4.4332554655,-4.9258394061,Monday,22
0,ADY,C,2025-05-26 09:00:00,-29.8327274111,4.9052352866,-5.4502614295,Monday,22
0,ADY,C,2025-05-26 10:00:00,-30.7896336047,4.3874071839,-4.874896871,Monday,22
0,ADY,C,2025-05-26 11:00:00,-31.1241589508,4.9106719028,-5.4563021142,Monday,22
0,ADY,C,2025-05-26 12:00:00,-34.4491767444,5.9931739391,-6.6590821546,Monday,22
0,ADY,C,2025-05-26 13:00:00,-39.6049863114,8.294595884,-9.2162176489,Monday,22
0,ADY,C,2025-05-26 14:00:00,-43.1902488915,11.6268912089,-12.9187680097,Monday,22
0,ADY,C,2025-05-26 15:00:00,-51.5582668527,16.6080612128,-18.4534013476,Monday,22
0,ADY,C,2025-05-26 16:00:00,-49.0348062227,19.3150680932,-21.4611867702,Monday,22
0,ADY,C,2025-05-26 17:00:00,-43.9275208053,19.3514188009,-21.5015764454,Monday,22
0,ADY,C,2025-05-26 18:00:00,-44.9197646511,17.1307311635,-19.0341457371,Monday,22
0,ADY,C,2025-05-26 19:00:00,-43.9111900319,15.2703349424,-16.9670388247,Monday,22
0,ADY,C,2025-05-26 20:00:00,-42.5561331947,14.4258051888,-16.028672432,Monday,22
0,ADY,C,2025-05-26 21:00:00,-45.7542826812,14.1269567989,-15.6966186654,Monday,22
0,ADY,C,2025-05-26 22:00:00,-50.7899407689,15.6382737345,-17.3758597049,Monday,22
0,ADY,C,2025-05-26 23:00:00,-45.0185015393,15.8453702615,-17.6059669572,Monday,22
0,ADY,C,2025-05-27 00:00:00,-53.8663827382,-25.6303411512,-19.7156470394,Tuesday,22
0,ADY,C,2025-05-27 01:00:00,-51.7222102432,-25.3233125976,-19.4794712289,Tuesday,22
0,ADY,C,2025-05-27 02:00:00,-53.3808996093,-28.3773108788,-21.828700676,Tuesday,22
0,ADY,C,2025-05-27 03:00:00,-56.2211062456,-28.9036267156,-22.233559012,Tuesday,22
0,ADY,C,2025-05-27 04:00:00,-63.319410165,-33.4624135108,-25.7403180852,Tuesday,22
0,ADY,C,2025-05-27 05:00:00,-60.8821406859,-36.2280212666,-27.8677086666,Tuesday,22
0,ADY,C,2025-05-27 06:00:00,-60.1083411965,-37.5541462097,-28.8878047767,Tuesday,22
0,ADY,C,2025-05-27 07:00:00,-64.691498119,-37.8828686092,-29.1406681609,Tuesday,22
0,ADY,C,2025-05-27 08:00:00,-61.8503600157,-38.0722387633,-29.2863375102,Tuesday,22
0,ADY,C,2025-05-27 09:00:00,-63.2798672725,-39.1501240812,-30.1154800625,Tuesday,22
0,ADY,C,2025-05-27 10:00:00,-64.6361580189,-38.7172625745,-29.7825096727,Tuesday,22
0,ADY,C,2025-05-27 11:00:00,-65.2226189773,-39.7568253189,-30.5821733222,Tuesday,22
0,ADY,C,2025-05-27 12:00:00,-68.6700741063,-41.7572866966,-32.1209897666,Tuesday,22
0,ADY,C,2025-05-27 13:00:00,-74.1494360637,-45.5772728696,-35.0594406689,Tuesday,22
0,ADY,C,2025-05-27 14:00:00,-77.8598203627,-50.8059118438,-39.0814706491,Tuesday,22
0,ADY,C,2025-05-27 15:00:00,-86.2587168173,-58.2198508908,-44.7845006852,Tuesday,22
0,ADY,C,2025-05-27 16:00:00,-83.835386523,-62.3061061856,-47.9277739889,Tuesday,22
0,ADY,C,2025-05-27 17:00:00,-78.6546145147,-62.6255906815,-48.1735312935,Tuesday,22
0,ADY,C,2025-05-27 18:00:00,-79.5990349475,-59.7489063942,-45.9606972263,Tuesday,22
0,ADY,C,2025-05-27 19:00:00,-78.2738744688,-57.5286727116,-44.2528251628,Tuesday,22
0,ADY,C,2025-05-27 20:00:00,-76.5300588195,-56.934404747,-43.7956959592,Tuesday,22
0,ADY,C,2025-05-27 21:00:00,-79.3290861496,-57.2960292268,-44.073868636,Tuesday,22
0,ADY,C,2025-05-27 22:00:00,-83.774390494,-60.2768212128,-46.3667855483,Tuesday,22
0,ADY,C,2025-05-27 23:00:00,-77.3187635078,-61.3438474954,-47.1875749965,Tuesday,22
0,ADY,C,2025-05-28 00:00:00,-87.9637701549,-64.8590908534,-49.8916083488,Wednesday,22
0,ADY,C,2025-05-28 01:00:00,-85.3718570313,-65.2630742923,-50.2023648402,Wednesday,22
0,ADY,C,2025-05-28 02:00:00,-86.58744814,-68.8867801226,-52.9898308635,Wednesday,22
0,ADY,C,2025-05-28 03:00:00,-88.8221318297,-69.9071603091,-53.7747386993,Wednesday,22
0,ADY,C,2025-05-28 04:00:00,-95.3292563548,-74.9326136086,-57.6404720066,Wednesday,22
0,ADY,C,2025-05-28 05:00:00,-92.3526311646,-78.1831514084,-60.1408856988,Wednesday,22
0,ADY,C,2025-05-28 06:00:00,-91.1387313097,-79.8676198873,-61.4366306825,Wednesday,22
0,ADY,C,2025-05-28 07:00:00,-95.315073557,-80.4621913339,-61.8939933338,Wednesday,22
0,ADY,C,2025-05-28 08:00:00,-91.8863837327,-80.8817530435,-62.2167331104,Wednesday,22
0,ADY,C,2025-05-28 09:00:00,-92.6376459368,-82.2560810097,-63.273908469,Wednesday,22
0,ADY,C,2025-05-28 10:00:00,-93.1341137098,-82.2321002997,-63.255461769,Wednesday,22
0,ADY,C,2025-05-28 11:00:00,-93.0238458053,-83.6934125165,-64.3795480896,Wednesday,22
0,ADY,C,2025-05-28 12:00:00,-95.7392717594,-86.029168811,-66.1762837008,Wednesday,22
0,ADY,C,2025-05-28 13:00:00,-100.407118821,-90.1515892971,-69.3473763824,Wednesday,22
0,ADY,C,2025-05-28 14:00:00,-103.4982427323,-95.6277098975,-73.5597768442,Wednesday,22
0,ADY,C,2025-05-28 15:00:00,-111.3672117004,-103.2494550723,-79.4226577479,Wednesday,22
0,ADY,C,2025-05-28 16:00:00,-108.3915844226,-107.4467002713,-82.651307901,Wednesday,22
0,ADY,C,2025-05-28 17:00:00,-102.8653429719,-107.7911110705,-82.916239285,Wednesday,22
0,ADY,C,2025-05-28 18:00:00,-103.5064961277,-104.9052489269,-80.6963453284,Wednesday,22
0,ADY,C,2025-05-28 19:00:00,-101.9665041008,-102.4952603701,-78.842507977,Wednesday,22
0,ADY,C,2025-05-28 20:00:00,-100.0508078313,-101.5746195689,-78.1343227453,Wednesday,22
0,ADY,C,2025-05-28 21:00:00,-102.6410524072,-101.4576417564,-78.0443398126,Wednesday,22
0,ADY,C,2025-05-28 22:00:00,-106.9861795456,-103.8411987007,-79.8778451544,Wednesday,22
0,ADY,C,2025-05-28 23:00:00,-100.4564141618,-104.1829707322,-80.1407467171,Wednesday,22
0,ADY,C,2025-05-29 00:00:00,-100.8344460741,33.2075898875,-83.0189747189,Thursday,22
0,ADY,C,2025-05-29 01:00:00,-98.1865623257,33.420585426,-83.5514635647,Thursday,22
0,ADY,C,2025-05-29 02:00:00,-99.1844175669,34.6564100436,-86.6410251087,Thursday,22
0,ADY,C,2025-05-29 03:00:00,-101.0962025116,34.7708582668,-86.927145667,Thursday,22
0,ADY,C,2025-05-29 04:00:00,-107.3498422755,36.0985115099,-90.2462787748,Thursday,22
0,ADY,C,2025-05-29 05:00:00,-104.0509953186,36.86720258,-92.1680064497,Thursday,22
0,ADY,C,2025-05-29 06:00:00,-102.4771355095,37.1760825106,-92.9402062764,Thursday,22
0,ADY,C,2025-05-29 07:00:00,-106.3182442163,37.1741914708,-92.9354786771,Thursday,22
0,ADY,C,2025-05-29 08:00:00,-102.6912876741,37.1120251467,-92.7800628665,Thursday,22
0,ADY,C,2025-05-29 09:00:00,-103.3114760427,37.3118804301,-93.2797010755,Thursday,22
0,ADY,C,2025-05-29 10:00:00,-103.5371376402,37.0210857839,-92.5527144598,Thursday,22
0,ADY,C,2025-05-29 11:00:00,-103.0538440324,37.1727473936,-92.931868484,Thursday,22
0,ADY,C,2025-05-29 12:00:00,-105.401294892,37.5862975033,-93.9657437582,Thursday,22
