obj_id,obj,segment,dt,target,pred
0,ADY,C,2025-05-20 03:00:00,-55.39613483930299,-70.38146683133732
0,ADY,C,2025-05-20 04:00:00,-60.44239165760315,-71.80424067266377
0,ADY,C,2025-05-20 05:00:00,-56.11717345260606,-71.91357145829956
0,ADY,C,2025-05-20 06:00:00,-53.35831958181457,-70.97469888276915
0,ADY,C,2025-05-20 07:00:00,-56.03371615951201,-69.28449051963014
0,ADY,C,2025-05-20 08:00:00,-51.141687399512,-67.46112450608429
0,ADY,C,2025-05-20 09:00:00,-50.40782562630898,-66.30751397044648
0,ADY,C,2025-05-20 10:00:00,-49.48422490253791,-64.05294802212086
0,ADY,C,2025-05-20 11:00:00,-48.154525668242584,-63.01496172798169
0,ADY,C,2025-05-20 12:00:00,-49.701755041531065,-62.69668606574131
0,ADY,C,2025-05-20 13:00:00,-53.09202525305555,-63.77974442127462
0,ADY,C,2025-05-20 14:00:00,-54.8029519018177,-65.95194109081369
0,ADY,C,2025-05-20 15:00:00,-61.20565880807509,-69.88163320429773
0,ADY,C,2025-05-20 16:00:00,-56.74252484590765,-71.28414187411009
0,ADY,C,2025-05-20 17:00:00,-49.680082529243805,-69.762899008587
0,ADY,C,2025-05-20 18:00:00,-48.69948375063645,-65.79411565297546
0,ADY,C,2025-05-20 19:00:00,-45.58751340836172,-62.26650204009834
0,ADY,C,2025-05-20 20:00:00,-42.036142121826224,-59.95171038348059
0,ADY,C,2025-05-20 21:00:00,-43.07127349256791,-58.28835135992267
0,ADY,C,2025-05-20 22:00:00,-45.86902395323026,-58.556493888729854
0,ADY,C,2025-05-20 23:00:00,-37.77237957855893,-57.286459786595024
0,ADY,C,2025-05-21 00:00:00,-46.59166676370692,-57.80754250846317
0,ADY,C,2025-05-21 01:00:00,-42.225774616586165,-55.914951070035954
0,ADY,C,2025-05-21 02:00:00,-41.72890322725782,-56.51145760058822
0,ADY,C,2025-05-21 03:00:00,-42.2482385301504,-55.12225599697095
0,ADY,C,2025-05-21 04:00:00,-46.881646261262716,-56.86445720107025
0,ADY,C,2025-05-21 05:00:00,-42.15687699791454,-57.3185666498374
0,ADY,C,2025-05-21 06:00:00,-39.204100439329714,-56.639294897341266
0,ADY,C,2025-05-21 07:00:00,-41.596733781827965,-55.169736397977545
0,ADY,C,2025-05-21 08:00:00,-36.46585616589765,-53.511241046946196
0,ADY,C,2025-05-21 09:00:00,-35.593986854959944,-52.52774306177766
0,ADY,C,2025-05-21 10:00:00,-34.61410627214895,-50.34457930945297
0,ADY,C,2025-05-21 11:00:00,-32.93800125626612,-49.34885873236316
0,ADY,C,2025-05-21 12:00:00,-34.066505824286715,-49.11350187077053
0,ADY,C,2025-05-21 13:00:00,-37.17344069396446,-50.316101987609734
0,ADY,C,2025-05-21 14:00:00,-38.57231324396368,-52.53224406546811
0,ADY,C,2025-05-21 15:00:00,-44.69649439615739,-56.36687865431611
0,ADY,C,2025-05-21 16:00:00,-40.05136804825951,-57.58371185193349
0,ADY,C,2025-05-21 17:00:00,-32.90783213455331,-55.87608872774218
0,ADY,C,2025-05-21 18:00:00,-31.872843284895094,-51.70736370859597
0,ADY,C,2025-05-21 19:00:00,-28.541633117023927,-47.989026562747334
0,ADY,C,2025-05-21 20:00:00,-24.778615663728356,-45.441046426941476
0,ADY,C,2025-05-21 21:00:00,-25.730779996644983,-43.56497634091861
0,ADY,C,2025-05-21 22:00:00,-28.41452589159036,-43.65881318920813
0,ADY,C,2025-05-21 23:00:00,-20.342267438352582,-42.237559008119035
0,ADY,C,2025-05-22 00:00:00,-19.083607296909147,-43.411023431832035
0,ADY,C,2025-05-22 01:00:00,-14.685451075215118,-42.196606986284
0,ADY,C,2025-05-22 02:00:00,-14.030580156359756,-43.51544820251697
0,ADY,C,2025-05-22 03:00:00,-14.57794234208155,-42.06763879133146
0,ADY,C,2025-05-22 04:00:00,-19.391487242075996,-43.619596006223645
0,ADY,C,2025-05-22 05:00:00,-14.653669936134152,-43.76225392977588
0,ADY,C,2025-05-22 06:00:00,-11.913753514643535,-42.74754123283566
0,ADY,C,2025-05-22 07:00:00,-14.53998786527482,-40.98590373969074
0,ADY,C,2025-05-22 08:00:00,-9.59505826180464,-39.08889679568511
0,ADY,C,2025-05-22 09:00:00,-9.005842177884784,-37.885525600895186
0,ADY,C,2025-05-22 10:00:00,-8.291607231901757,-35.557983097668846
0,ADY,C,2025-05-22 11:00:00,-7.063074930956762,-34.382031461125
0,ADY,C,2025-05-22 12:00:00,-8.694346377145628,-33.87287111756726
0,ADY,C,2025-05-22 13:00:00,-12.301359454653547,-34.72598259150576
0,ADY,C,2025-05-22 14:00:00,-14.347822314503015,-36.60408658740495
0,ADY,C,2025-05-22 15:00:00,-21.058286047843584,-40.14741611136184
0,ADY,C,2025-05-22 16:00:00,-16.828102754137337,-41.10672522946019
0,ADY,C,2025-05-22 17:00:00,-9.955472125568674,-39.21856485965674
0,ADY,C,2025-05-22 18:00:00,-9.206604083717012,-34.944014489235975
0,ADY,C,2025-05-22 19:00:00,-6.2409831406646985,-31.107436178824113
0,ADY,C,2025-05-22 20:00:00,-3.0524184358649853,-28.397697355215794
0,ADY,C,2025-05-22 21:00:00,-4.462421094505161,-26.350342925799087
0,ADY,C,2025-05-22 22:00:00,-7.664093521764011,-26.307973850654566
0,ADY,C,2025-05-22 23:00:00,-0.005970978369557345,-24.82919110886264
0,ADY,C,2025-05-23 00:00:00,-2.1488961654152794,-22.613466875617362
0,ADY,C,2025-05-23 01:00:00,1.6043284443368353,-18.037108603492282
0,ADY,C,2025-05-23 02:00:00,1.4305347496012828,-15.933212842828006
0,ADY,C,2025-05-23 03:00:00,0.3274840546569915,-14.43132452455214
0,ADY,C,2025-05-23 04:00:00,-5.136358124353199,-16.0000032468391
0,ADY,C,2025-05-23 05:00:00,-1.2269799061201427,-16.20769984009723
0,ADY,C,2025-05-23 06:00:00,0.8639020453342462,-15.319636897617896
0,ADY,C,2025-05-23 07:00:00,-2.3292665239759396,-13.702470438684168
0,ADY,C,2025-05-23 08:00:00,2.1168324136665198,-12.016266547240997
0,ADY,C,2025-05-23 09:00:00,2.293530124498638,-11.046962768321414
0,ADY,C,2025-05-23 10:00:00,2.708604775841906,-8.964169223863728
0,ADY,C,2025-05-23 11:00:00,3.6929023035946296,-8.120174780247767
0,ADY,C,2025-05-23 12:00:00,1.8826600411082357,-8.01634284666805
0,ADY,C,2025-05-23 13:00:00,-1.9488455089666374,-9.352926920918646
0,ADY,C,2025-05-23 14:00:00,-4.197109454333842,-11.781176048767398
0,ADY,C,2025-05-23 15:00:00,-11.208497753372113,-15.902489272333382
0,ADY,C,2025-05-23 16:00:00,-7.248289565708727,-17.411403705494646
0,ADY,C,2025-05-23 17:00:00,-0.7157386865003057,-15.947286975849863
0,ADY,C,2025-05-23 18:00:00,-0.4116422429964588,-11.996726321141006
0,ADY,C,2025-05-23 19:00:00,1.9700799593353147,-8.467686449983463
0,ADY,C,2025-05-23 20:00:00,4.844914422831509,-6.166668553415565
0,ADY,C,2025-05-23 21:00:00,2.944892555256342,-4.585274223678282
0,ADY,C,2025-05-23 22:00:00,-0.8033973133116075,-5.059644350711386
0,ADY,C,2025-05-23 23:00:00,6.29522225768489,-4.044161864879577
0,ADY,C,2025-05-24 00:00:00,4.626793686838596,-3.2729868885162823
0,ADY,C,2025-05-24 01:00:00,7.963436382948997,-0.1835128998160005
0,ADY,C,2025-05-24 02:00:00,7.299409860839782,0.2953223428409462
0,ADY,C,2025-05-24 03:00:00,5.476136054357558,1.12078241619837
0,ADY,C,2025-05-24 04:00:00,-0.8495934806394148,-1.1261131066983083
0,ADY,C,2025-05-24 05:00:00,2.2332689214482446,-2.011951325272117
0,ADY,C,2025-05-24 06:00:00,3.4626951230706142,-1.8331453283796986
0,ADY,C,2025-05-24 07:00:00,-0.8635220487826489,-0.8974481282539454
0,ADY,C,2025-05-24 08:00:00,2.365940149705696,0.21715597834160882
0,ADY,C,2025-05-24 09:00:00,1.5942552280690083,0.6936986713964061
0,ADY,C,2025-05-24 10:00:00,1.041900684622558,2.372989104669021
0,ADY,C,2025-05-24 11:00:00,1.1006149281867421,2.898345734645058
0,ADY,C,2025-05-24 12:00:00,-1.6338963466024226,2.7613890401815904
0,ADY,C,2025-05-24 13:00:00,-6.30831657448105,1.208905611912076
0,ADY,C,2025-05-24 14:00:00,-9.277115564226396,-1.4210983073974146
0,ADY,C,2025-05-24 15:00:00,-17.122151132404596,-5.784817572224196
0,ADY,C,2025-05-24 16:00:00,-14.058731265405955,-7.55129892447156
0,ADY,C,2025-05-24 17:00:00,-8.342815350585708,-6.390842001860381
0,ADY,C,2025-05-24 18:00:00,-8.748789033937282,-2.7918901650684966
0,ADY,C,2025-05-24 19:00:00,-6.97355450702005,0.28089967661285004
0,ADY,C,2025-05-24 20:00:00,-4.8872273520612435,2.134450713056788
0,ADY,C,2025-05-24 21:00:00,-7.313334132502862,3.253295645807722
0,ADY,C,2025-05-24 22:00:00,-11.54125448349951,2.328803221592081
0,ADY,C,2025-05-24 23:00:00,-4.757017200132192,2.812239166543209
0,ADY,C,2025-05-25 00:00:00,-2.866765515198562,3.372872877070627
0,ADY,C,2025-05-25 01:00:00,0.1937220078111413,6.295150775824161
0,ADY,C,2025-05-25 02:00:00,-0.4395169913686558,6.629879976875792
0,ADY,C,2025-05-25 03:00:00,-2.1128064998332725,6.9129940993821135
0,ADY,C,2025-05-25 04:00:00,-8.133529615945774,3.9753174781859753
0,ADY,C,2025-05-25 05:00:00,-4.781631169851217,2.2866038317221293
0,ADY,C,2025-05-25 06:00:00,-3.3543433887695056,1.6154568546264816
0,ADY,C,2025-05-25 07:00:00,-7.413133377077159,1.610813998578737
0,ADY,C,2025-05-25 08:00:00,-4.010041452546277,1.6550377413312207
0,ADY,C,2025-05-25 09:00:00,-4.927609458842557,1.0322244429973522
0,ADY,C,2025-05-25 10:00:00,-5.687039701487825,1.6673653541324212
0,ADY,C,2025-05-25 11:00:00,-5.754257182282171,1.2455902802927696
0,ADY,C,2025-05-25 12:00:00,-8.535949579990154,0.16953975540229274
0,ADY,C,2025-05-25 13:00:00,-13.358446184539753,-2.2805326642989097
0,ADY,C,2025-05-25 14:00:00,-16.861908264653273,-5.739776161769956
0,ADY,C,2025-05-25 15:00:00,-25.13984959374273,-10.902527757037348
0,ADY,C,2025-05-25 16:00:00,-22.381802452155306,-13.485999320678983
0,ADY,C,2025-05-25 17:00:00,-16.983077290171128,-13.174565916132087
0,ADY,C,2025-05-25 18:00:00,-17.7375574690518,-10.383445216642981
0,ADY,C,2025-05-25 19:00:00,-16.180481715006323,-8.021719630514346
0,ADY,C,2025-05-25 20:00:00,-14.167978111850223,-6.869856964339523
0,ADY,C,2025-05-25 21:00:00,-16.74139616941318,-6.391371997194717
0,ADY,C,2025-05-25 22:00:00,-21.218204833363437,-7.913938656021204
0,ADY,C,2025-05-25 23:00:00,-14.858299868810237,-7.870535272044854
0,ADY,C,2025-05-26 00:00:00,-23.070436416042206,-6.38834573294342
0,ADY,C,2025-05-26 01:00:00,-20.509677401764577,-2.4766869025065366
0,ADY,C,2025-05-26 02:00:00,-21.90598821005642,-1.0375201662520244
0,ADY,C,2025-05-26 03:00:00,-24.285011424113655,-0.7862004944635945
0,ADY,C,2025-05-26 04:00:00,-31.029954621409324,-3.5619510357158997
0,ADY,C,2025-05-26 05:00:00,-28.288159954409366,-5.0093224285434195
0,ADY,C,2025-05-26 06:00:00,-27.345299754282138,-5.423168058188831
0,ADY,C,2025-05-26 07:00:00,-31.78854477390631,-5.183035978565959
0,ADY,C,2025-05-26 08:00:00,-28.725168002439467,-4.925839406130979
0,ADY,C,2025-05-26 09:00:00,-29.832727411060986,-5.450261429488663
0,ADY,C,2025-05-26 10:00:00,-30.789633604664736,-4.874896870958885
0,ADY,C,2025-05-26 11:00:00,-31.12415895084977,-5.456302114204182
0,ADY,C,2025-05-26 12:00:00,-34.44917674436532,-6.659082154586716
0,ADY,C,2025-05-26 13:00:00,-39.604986311413306,-9.216217648937358
0,ADY,C,2025-05-26 14:00:00,-43.19024889145746,-12.918768009727726
0,ADY,C,2025-05-26 15:00:00,-51.5582668526941,-18.45340134764525
0,ADY,C,2025-05-26 16:00:00,-49.03480622268043,-21.46118677018377
0,ADY,C,2025-05-26 17:00:00,-43.927520805260954,-21.50157644535639
0,ADY,C,2025-05-26 18:00:00,-44.919764651059666,-19.034145737126078
0,ADY,C,2025-05-26 19:00:00,-43.91119003194168,-16.96703882474308
0,ADY,C,2025-05-26 20:00:00,-42.556133194664845,-16.028672431969447
0,ADY,C,2025-05-26 21:00:00,-45.754282681247204,-15.69661866542324
0,ADY,C,2025-05-26 22:00:00,-50.78994076885069,-17.375859704875612
0,ADY,C,2025-05-26 23:00:00,-45.01850153929084,-17.605966957195616
0,ADY,C,2025-05-27 00:00:00,-53.86638273817419,-19.71564703940529
0,ADY,C,2025-05-27 01:00:00,-51.72221024316286,-19.479471228872338
0,ADY,C,2025-05-27 02:00:00,-53.38089960926837,-21.828700675954398
0,ADY,C,2025-05-27 03:00:00,-56.22110624558993,-22.233559011978215
0,ADY,C,2025-05-27 04:00:00,-63.31941016499812,-25.740318085193127
0,ADY,C,2025-05-27 05:00:00,-60.88214068586773,-27.86770866664411
0,ADY,C,2025-05-27 06:00:00,-60.108341196493456,-28.887804776700275
0,ADY,C,2025-05-27 07:00:00,-64.69149811896506,-29.140668160865932
0,ADY,C,2025-05-27 08:00:00,-61.8503600156848,-29.286337510209304
0,ADY,C,2025-05-27 09:00:00,-63.279867272451696,-30.11548006246892
0,ADY,C,2025-05-27 10:00:00,-64.6361580188846,-29.782509672721726
0,ADY,C,2025-05-27 11:00:00,-65.22261897733202,-30.582173322191824
0,ADY,C,2025-05-27 12:00:00,-68.67007410630073,-32.1209897666266
0,ADY,C,2025-05-27 13:00:00,-74.1494360637114,-35.05944066887613
0,ADY,C,2025-05-27 14:00:00,-77.85982036271002,-39.08147064907869
0,ADY,C,2025-05-27 15:00:00,-86.25871681732697,-44.784500685188284
0,ADY,C,2025-05-27 16:00:00,-83.83538652301527,-47.92777398894399
0,ADY,C,2025-05-27 17:00:00,-78.6546145146673,-48.17353129354516
0,ADY,C,2025-05-27 18:00:00,-79.59903494754695,-45.960697226333686
0,ADY,C,2025-05-27 19:00:00,-78.27387446880371,-44.2528251627541
0,ADY,C,2025-05-27 20:00:00,-76.53005881951573,-43.79569595922206
0,ADY,C,2025-05-27 21:00:00,-79.32908614962481,-44.073868635951236
0,ADY,C,2025-05-27 22:00:00,-83.77439049397597,-46.36678554825425
0,ADY,C,2025-05-27 23:00:00,-77.31876350777686,-47.18757499646291
0,ADY,C,2025-05-28 00:00:00,-87.9637701548659,-49.89160834877191
0,ADY,C,2025-05-28 01:00:00,-85.37185703132107,-50.20236484020929
0,ADY,C,2025-05-28 02:00:00,-86.58744813995716,-52.98983086353513
0,ADY,C,2025-05-28 03:00:00,-88.82213182968593,-53.77473869934038
0,ADY,C,2025-05-28 04:00:00,-95.32925635480059,-57.6404720066188
0,ADY,C,2025-05-28 05:00:00,-92.35263116462266,-60.140885698818586
0,ADY,C,2025-05-28 06:00:00,-91.13873130967032,-61.43663068245311
0,ADY,C,2025-05-28 07:00:00,-95.31507355696995,-61.893993333775406
0,ADY,C,2025-05-28 08:00:00,-91.88638373271857,-62.21673311038111
0,ADY,C,2025-05-28 09:00:00,-92.63764593678846,-63.27390846903385
0,ADY,C,2025-05-28 10:00:00,-93.13411370978226,-63.255461769007034
0,ADY,C,2025-05-28 11:00:00,-93.02384580530153,-64.37954808955611
0,ADY,C,2025-05-28 12:00:00,-95.73927175940193,-66.17628370083911
0,ADY,C,2025-05-28 13:00:00,-100.40711882104226,-69.34737638244805
0,ADY,C,2025-05-28 14:00:00,-103.49824273230017,-73.55977684424072
0,ADY,C,2025-05-28 15:00:00,-111.36721170043087,-79.42265774791613
0,ADY,C,2025-05-28 16:00:00,-108.39158442264106,-82.65130790101742
0,ADY,C,2025-05-28 17:00:00,-102.86534297193364,-82.91623928500319
0,ADY,C,2025-05-28 18:00:00,-103.50649612773748,-80.69634532840985
0,ADY,C,2025-05-28 19:00:00,-101.96650410079243,-78.84250797700598
0,ADY,C,2025-05-28 20:00:00,-100.05080783127453,-78.1343227452888
0,ADY,C,2025-05-28 21:00:00,-102.64105240723507,-78.04433981264809
0,ADY,C,2025-05-28 22:00:00,-106.98617954556842,-79.87784515437217
0,ADY,C,2025-05-28 23:00:00,-100.45641416184635,-80.14074671712588
0,ADY,C,2025-05-29 00:00:00,-100.83444607411724,-83.01897471887291
0,ADY,C,2025-05-29 01:00:00,-98.18656232571074,-83.55146356465461
0,ADY,C,2025-05-29 02:00:00,-99.18441756686241,-86.64102510871471
0,ADY,C,2025-05-29 03:00:00,-101.09620251160904,-86.92714566698805
0,ADY,C,2025-05-29 04:00:00,-107.3498422754588,-90.24627877481457
0,ADY,C,2025-05-29 05:00:00,-104.05099531860435,-92.16800644970306
0,ADY,C,2025-05-29 06:00:00,-102.47713550951346,-92.9402062763645
0,ADY,C,2025-05-29 07:00:00,-106.31824421626058,-92.93547867708764
0,ADY,C,2025-05-29 08:00:00,-102.69128767411456,-92.78006286645295
0,ADY,C,2025-05-29 09:00:00,-103.31147604268617,-93.27970107549231
0,ADY,C,2025-05-29 10:00:00,-103.53713764018994,-92.5527144597631
0,ADY,C,2025-05-29 11:00:00,-103.0538440324043,-92.93186848395742
0,ADY,C,2025-05-29 12:00:00,-105.40129489201502,-93.9657437581619
0,ADY,C,2025-05-29 13:00:00,-109.69251902498482,-96.39007879524858
0,ADY,C,2025-05-29 14:00:00,-112.31881656444806,-99.88154443758144
0,ADY,C,2025-05-29 15:00:00,-119.49944520483507,-105.09085775125777
0,ADY,C,2025-05-29 16:00:00,-115.75727713350977,-107.75234628512403
0,ADY,C,2025-05-29 17:00:00,-109.39837773815198,-107.54137969833518
0,ADY,C,2025-05-29 18:00:00,-109.23560726100841,-104.92114117410405
0,ADY,C,2025-05-29 19:00:00,-106.86548723513833,-102.77944773348786
0,ADY,C,2025-05-29 20:00:00,-104.10030728625057,-101.84126935326815
0,ADY,C,2025-05-29 21:00:00,-105.93060760772546,-101.55278811310068
0,ADY,C,2025-05-29 22:00:00,-109.70347330064702,-103.22601326135934
0,ADY,C,2025-05-29 23:00:00,-102.42144909795292,-103.36121537154993
0,ADY,C,2025-05-30 00:00:00,-104.7529786970344,-102.75901326051066
0,ADY,C,2025-05-30 01:00:00,-101.12151347497456,-99.8258075205581
0,ADY,C,2025-05-30 02:00:00,-101.33213877024816,-99.40180865556346
0,ADY,C,2025-05-30 03:00:00,-102.67018950683199,-99.48906080139405
0,ADY,C,2025-05-30 04:00:00,-108.18494561588246,-102.54348745131007
0,ADY,C,2025-05-30 05:00:00,-104.40059048045605,-104.16568003522406
0,ADY,C,2025-05-30 06:00:00,-102.37429508242319,-104.62599103452554
0,ADY,C,2025-05-30 07:00:00,-105.79804605443104,-104.28212501479278
0,ADY,C,2025-05-30 08:00:00,-101.64459858229607,-103.82888913329619
0,ADY,C,2025-05-30 09:00:00,-101.71477340356141,-104.10700264435377
0,ADY,C,2025-05-30 10:00:00,-101.77390054506063,-103.17996711899688
0,ADY,C,2025-05-30 11:00:00,-101.16674008460578,-103.3008192384268
0,ADY,C,2025-05-30 12:00:00,-103.40236996852832,-103.99742552153641
0,ADY,C,2025-05-30 13:00:00,-107.5738404024948,-106.04921931646804
0,ADY,C,2025-05-30 14:00:00,-110.08950435640487,-109.13754349381595
0,ADY,C,2025-05-30 15:00:00,-117.10171664055868,-113.83692693142264
0,ADY,C,2025-05-30 16:00:00,-113.14821071219126,-115.85851296759763
0,ADY,C,2025-05-30 17:00:00,-106.35749827927263,-114.88503335883227
0,ADY,C,2025-05-30 18:00:00,-105.65819570508148,-111.46375404422338
0,ADY,C,2025-05-30 19:00:00,-102.79406418980116,-108.49982407809956
0,ADY,C,2025-05-30 20:00:00,-99.59328653379521,-106.73380059413243
0,ADY,C,2025-05-30 21:00:00,-100.86404858410897,-105.6321340430381
0,ADY,C,2025-05-30 22:00:00,-103.81051199391362,-106.57812939820768
0,ADY,C,2025-05-30 23:00:00,-95.71191052396968,-106.01851000210847
0,ADY,C,2025-05-31 00:00:00,-96.47646153982939,-105.62596703187812
0,ADY,C,2025-05-31 01:00:00,-92.26250086711086,-102.76531375665395
0,ADY,C,2025-05-31 02:00:00,-91.84039655074456,-102.4022103140857
0,ADY,C,2025-05-31 03:00:00,-92.53697081217868,-101.70794725068491
0,ADY,C,2025-05-31 04:00:00,-97.61380762379434,-104.06242463098754
0,ADY,C,2025-05-31 05:00:00,-93.3205606568914,-105.0852418677235
0,ADY,C,2025-05-31 06:00:00,-90.7450093815306,-104.98661039292055
0,ADY,C,2025-05-31 07:00:00,-93.52516838390719,-104.19097720577008
0,ADY,C,2025-05-31 08:00:00,-88.70425661424603,-103.27231323971677
0,ADY,C,2025-05-31 09:00:00,-88.00391578536069,-103.05247268009616
0,ADY,C,2025-05-31 10:00:00,-87.05586945040652,-101.71109084363935
0,ADY,C,2025-05-31 11:00:00,-85.5206978118724,-101.5518046777426
0,ADY,C,2025-05-31 12:00:00,-86.86078540589436,-102.1143368660649
0,ADY,C,2025-05-31 13:00:00,-90.19681465486418,-104.04765015187631
0,ADY,C,2025-05-31 14:00:00,-91.8967391983288,-107.02190490914266
0,ADY,C,2025-05-31 15:00:00,-98.283134811412,-111.58835379981944
0,ADY,C,2025-05-31 16:00:00,-93.71625094514826,-113.44647723638492
0,ADY,C,2025-05-31 17:00:00,-86.51926922792983,-112.2024752106742
0,ADY,C,2025-05-31 18:00:00,-85.40187993531866,-108.38796823218179
0,ADY,C,2025-05-31 19:00:00,-82.17754671833688,-104.93658605805176
0,ADY,C,2025-05-31 20:00:00,-78.58262218034974,-102.68184880955927
0,ADY,C,2025-05-31 21:00:00,-79.68521138402187,-101.08379976923511
0,ADY,C,2025-05-31 22:00:00,-82.50229139839145,-101.42261570393926
0,ADY,C,2025-05-31 23:00:00,-74.378796235637,-100.12882370066409
0,ADY,C,2025-06-01 00:00:00,-71.16309766288275,-98.66629468590423
0,ADY,C,2025-06-01 01:00:00,-66.63544005864618,-94.81695764363663
0,ADY,C,2025-06-01 02:00:00,-65.8583623502578,-93.52645298589493
0,ADY,C,2025-06-01 03:00:00,-66.02308048386654,-92.21328941001137
0,ADY,C,2025-06-01 04:00:00,-70.43367241542362,-93.99705832890585
0,ADY,C,2025-06-01 05:00:00,-65.41785587239863,-94.49044636428813
0,ADY,C,2025-06-01 06:00:00,-62.14269467642905,-93.89312588740545
0,ADY,C,2025-06-01 07:00:00,-64.11780389040975,-92.5302461407764
0,ADY,C,2025-06-01 08:00:00,-58.47484316544401,-90.99147812656126
0,ADY,C,2025-06-01 09:00:00,-57.01636605470009,-90.0777802611713
0,ADY,C,2025-06-01 10:00:00,-55.41449296948382,-87.92134728333774
0,ADY,C,2025-06-01 11:00:00,-53.16010637268031,-86.86016101587985
0,ADY,C,2025-06-01 12:00:00,-53.96523105671763,-86.47911755605776
0,ADY,C,2025-06-01 13:00:00,-56.82669914509892,-87.52609929087697
0,ADY,C,2025-06-01 14:00:00,-58.238349540532674,-89.65144641969577
0,ADY,C,2025-06-01 15:00:00,-64.33465231054699,-93.45889622153499
0,ADY,C,2025-06-01 16:00:00,-59.32906833351142,-94.63204165162968
0,ADY,C,2025-06-01 17:00:00,-51.71697993583353,-92.83955166149669
0,ADY,C,2025-06-01 18:00:00,-50.313409358664835,-88.54580003613223
0,ADY,C,2025-06-01 19:00:00,-46.858272483812264,-84.6995652938618
0,ADY,C,2025-06-01 20:00:00,-43.07477724831101,-82.05401627800175
0,ADY,C,2025-06-01 21:00:00,-43.926482520866436,-80.14846009423617
0,ADY,C,2025-06-01 22:00:00,-46.70548421449079,-80.256708320921
0,ADY,C,2025-06-01 23:00:00,-38.58070753268278,-78.85543300601677
0,ADY,C,2025-06-02 00:00:00,-44.97096263260008,-76.01472843230373
0,ADY,C,2025-06-02 01:00:00,-40.56658106772097,-70.72577798572196
0,ADY,C,2025-06-02 02:00:00,-39.99955855472675,-67.88563335726224
